7601	36
7604	36
7605	36
7610	36
7612	36
7613	36
7621	36
7630	36
7631	36
7632	36
7633	36
7637	36
7638	36
7652	36
7653	36
7655	36
7658	36
7660	36
7663	36
7664	36
7668	36
7669	36
7670	36
7673	36
7678	36
7681	36
7683	36
7690	36
7694	36
7697	36
7704	36
7710	36
7711	36
7718	36
7720	36
7728	36
7730	36
7737	36
7739	36
7742	36
7744	36
7745	36
7746	36
7748	36
7753	36
7757	36
7759	36
7760	36
7762	36
7763	36
7766	36
7770	36
7773	36
7775	36
7784	36
7803	36
7807	36
7810	36
7814	36
7830	36
7831	36
7833	36
7834	36
7836	36
7838	36
7840	36
7846	36
7848	36
7852	36
7853	36
7855	36
7858	36
7859	36
7862	36
7867	36
7869	36
7872	36
7882	36
7884	36
7887	36
7898	36
7906	36
7907	36
7912	36
7913	36
7914	36
7915	36
7916	36
7917	36
7920	36
7923	36
7926	36
7927	36
7930	36
7932	36
7937	36
7947	36
7949	36
7950	36
7951	36
7955	36
7959	36
7960	36
7965	36
7966	36
7968	36
7970	36
7975	36
7976	36
7977	36
7980	36
7981	36
7982	36
7987	36
7994	36
7996	36
7998	36
8000	36
8002	36
8005	36
8008	36
8010	36
8012	36
8014	36
8019	36
8021	36
8030	36
8031	36
8032	36
8035	36
8041	36
8046	36
8048	36
8049	36
8052	36
8054	36
8055	36
8056	36
8058	36
8065	36
8071	36
8078	36
8081	36
8082	36
8084	36
8090	36
8093	36
8094	36
8097	36
8103	36
8121	36
8122	36
8123	36
8129	36
8131	36
8137	36
8140	36
8142	36
8150	36
8151	36
8155	36
8157	36
8158	36
8159	36
8161	36
8162	36
8170	36
8174	36
8188	36
8202	36
8205	36
8206	36
8209	36
8210	36
8211	36
8212	36
8213	36
8214	36
8220	36
8224	36
8226	36
8231	36
8232	36
8235	36
8238	36
8248	36
8251	36
8252	36
8253	36
8254	36
8257	36
8258	36
8266	36
8267	36
8274	36
8276	36
8279	36
8289	36
8301	36
8309	36
8314	36
8315	36
8317	36
8322	36
8323	36
8324	36
8325	36
8328	36
8329	36
8330	36
8331	36
8332	36
8333	36
8335	36
8343	36
8344	36
8345	36
8346	36
8350	36
8351	36
8362	36
8363	36
8365	36
8367	36
8368	36
8369	36
8370	36
8373	36
8374	36
8377	36
8379	36
8380	36
8386	36
8387	36
8388	36
8394	36
8399	36
8402	36
8403	36
8406	36
8409	36
8413	36
8415	36
8418	36
8419	36
8421	36
8422	36
8423	36
8427	36
8434	36
8435	36
8436	36
8439	36
8440	36
8453	36
8455	36
8456	36
8465	36
8468	36
8476	36
8480	36
8485	36
8486	36
8487	36
8488	36
8490	36
8492	36
8494	36
8507	36
8511	36
8512	36
8515	36
8522	36
8523	36
8528	36
8531	36
8535	36
8536	36
8542	36
8544	36
8545	36
8547	36
8548	36
8549	36
8556	36
8564	36
8565	36
8578	36
8594	36
8596	36
8602	36
8603	36
8605	36
8607	36
8608	36
8609	36
8615	36
8617	36
8618	36
8619	36
8631	36
8636	36
8638	36
8640	36
8641	36
8646	36
8647	36
8648	36
8649	36
8652	36
8654	36
8659	36
8661	36
8662	36
8666	36
8668	36
8669	36
8671	36
8673	36
8675	36
8677	36
8681	36
8683	36
8684	36
8700	36
8701	36
8702	36
8704	36
8705	36
8706	36
8709	36
8711	36
8715	36
8716	36
8717	36
8721	36
8723	36
8724	36
8726	36
8727	36
8733	36
8734	36
8737	36
8740	36
8743	36
8744	36
8749	36
8756	36
8762	36
8763	36
8764	36
8765	36
8768	36
8769	36
8771	36
8778	36
8779	36
8783	36
8784	36
8790	36
8796	36
8803	36
8807	36
8809	36
8810	36
8811	36
8813	36
8814	36
8816	36
8821	36
8823	36
8824	36
8830	36
8832	36
8838	36
8845	36
8846	36
8850	36
8856	36
8862	36
8868	36
8871	36
8880	36
8881	36
8887	36
8888	36
8889	36
8890	36
8891	36
8892	36
8893	36
8894	36
8895	36
8897	36
8898	36
8899	36
8901	36
8902	36
8906	36
8914	36
8916	36
8919	36
8920	36
8931	36
8936	36
8938	36
8949	36
8960	36
8964	36
8965	36
8966	36
8967	36
8977	36
8981	36
8985	36
8986	36
8987	36
9000	36
9004	36
9008	36
9009	36
9010	36
9013	36
9016	36
9027	36
9030	36
9032	36
9034	36
9035	36
9036	36
9037	36
9038	36
9039	36
9041	36
9042	36
9045	36
9046	36
9047	36
9053	36
9054	36
9055	36
9056	36
9060	36
9061	36
9075	36
9080	36
9081	36
9086	36
9087	36
9088	36
9096	36
9097	36
9103	36
9104	36
9111	36
9121	36
9122	36
9126	36
9130	36
9133	36
9150	36
9151	36
9152	36
9156	36
9159	36
9160	36
