7601	7
7601	8
7601	9
7601	10
7601	11
7601	12
7601	13
7604	33
7604	34
7604	35
7604	36
7604	37
7604	38
7604	39
7604	40
7604	41
7605	42
7605	43
7605	44
7605	45
7605	46
7605	47
7605	48
7605	49
7610	66
7610	67
7610	68
7610	69
7610	70
7612	4
7612	39
7612	78
7612	79
7612	80
7613	60
7613	63
7613	81
7613	82
7613	83
7613	84
7613	85
7613	86
7613	87
7613	88
7621	38
7621	71
7621	110
7621	111
7621	112
7621	113
7630	4
7630	130
7630	131
7630	132
7630	133
7630	134
7631	38
7631	135
7631	136
7632	56
7632	137
7632	138
7633	35
7633	139
7633	140
7633	141
7633	142
7633	143
7633	144
7637	1
7637	19
7637	35
7637	82
7637	151
7637	152
7637	153
7637	154
7637	155
7637	156
7638	37
7638	122
7638	157
7638	158
7638	159
7638	160
7638	161
7638	162
7652	12
7652	19
7652	189
7652	190
7652	191
7652	192
7653	53
7653	71
7653	193
7653	194
7653	195
7653	196
7653	197
7655	1
7655	51
7655	201
7655	202
7655	203
7655	204
7658	35
7658	148
7658	212
7658	213
7658	214
7658	215
7658	216
7658	217
7658	218
7660	17
7660	19
7660	134
7660	190
7660	215
7660	216
7663	148
7663	226
7663	227
7664	2
7664	4
7664	35
7664	51
7664	228
7664	229
7664	230
7668	4
7668	35
7668	39
7668	40
7668	134
7668	239
7668	241
7669	1
7669	4
7669	35
7669	61
7669	63
7669	112
7669	245
7669	246
7669	247
7669	248
7669	249
7669	250
7670	19
7670	134
7670	241
7670	251
7670	252
7673	35
7673	256
7673	257
7673	258
7673	259
7673	260
7673	261
7673	262
7678	1
7678	40
7678	45
7678	53
7678	55
7678	63
7678	156
7678	174
7678	209
7678	265
7678	266
7678	267
7678	268
7678	269
7678	270
7678	271
7678	272
7678	273
7678	274
7678	275
7678	276
7678	277
7681	4
7681	45
7681	55
7681	63
7681	278
7681	279
7681	280
7681	281
7681	282
7681	283
7683	126
7683	148
7683	284
7683	285
7683	286
7683	287
7683	288
7690	4
7690	12
7690	38
7690	296
7690	297
7690	298
7694	4
7694	121
7694	309
7694	310
7694	311
7694	312
7694	313
7694	314
7697	4
7697	12
7697	45
7697	61
7697	71
7697	148
7697	326
7697	327
7697	328
7704	2
7704	4
7704	233
7704	349
7704	350
7704	351
7710	19
7710	35
7710	63
7710	81
7710	214
7710	362
7710	363
7710	364
7710	365
7710	366
7710	367
7710	368
7711	35
7711	369
7711	370
7711	371
7711	372
7718	12
7718	19
7718	45
7718	81
7718	108
7718	111
7718	353
7718	383
7718	384
7718	385
7718	386
7718	387
7718	388
7720	4
7720	19
7720	38
7720	45
7720	46
7720	63
7720	126
7720	150
7720	338
7720	354
7720	399
7720	400
7720	401
7728	19
7728	50
7728	91
7728	152
7728	206
7728	411
7730	19
7730	383
7730	417
7730	418
7730	419
7737	19
7737	63
7737	397
7737	421
7737	422
7739	1
7739	4
7739	45
7739	199
7739	375
7739	425
7739	426
7739	427
7742	4
7742	40
7742	55
7742	82
