7601	15135
7604	15138
7605	15138
7605	15139
7605	15140
7605	15141
7605	15142
7610	15150
7610	15151
7610	15152
7610	15153
7612	15156
7612	15157
7613	15158
7621	15178
7621	15179
7630	15200
7630	15201
7631	15202
7632	12831
7632	12891
7632	15203
7632	15204
7632	15205
7632	15206
7632	15207
7633	15208
7633	15209
7633	15210
7637	4469
7638	15212
7638	15217
7638	15218
7652	15248
7652	15249
7653	15250
7655	15253
7655	15254
7658	4561
7658	15257
7660	4561
7660	15257
7663	15266
7664	15267
7668	15272
7669	15213
7669	15273
7669	15274
7669	15275
7669	15276
7670	15272
7670	15277
7670	15278
7670	15279
7670	15280
7673	15273
7673	15275
7673	15283
7673	15284
7673	15285
7678	15291
7681	15290
7681	15300
7683	15304
7683	15305
7690	15323
7690	15324
7694	2691
7694	15327
7694	15328
7694	15329
7694	15330
7694	15331
7697	15334
7704	15344
7704	15348
7704	15349
7704	15350
7710	15363
7710	15364
7711	15365
7711	15366
7711	15367
7718	15381
7718	15382
7720	15384
7720	15385
7728	15392
7728	15394
7728	15395
7730	15392
7730	15396
7737	15406
7737	15407
7739	15215
7739	15403
7739	15409
7739	15410
7739	15411
7739	15412
7739	15413
7739	15414
7742	15419
7742	15420
7744	15423
7744	15424
7744	15425
7745	15426
7745	15427
7745	15428
7745	15429
7745	15430
7745	15431
7745	15432
7745	15433
7745	15434
7745	15435
7745	15436
7745	15437
7745	15438
7745	15439
7745	15440
7745	15441
7745	15442
7745	15443
7745	15444
7745	15445
7746	15426
7746	15427
7746	15428
7746	15429
7746	15432
7746	15433
7746	15435
7746	15436
7746	15437
7746	15438
7746	15440
7746	15441
7746	15443
7746	15446
7746	15447
7746	15448
7746	15449
7746	15450
7748	15423
7748	15424
7748	15425
7753	15463
7757	15470
7757	15471
7757	15472
7757	15473
7759	15470
7759	15471
7759	15474
7760	15459
7760	15469
7760	15475
7760	15476
7762	15459
7762	15469
7762	15475
7762	15476
7763	15478
7766	15459
7766	15481
7770	15487
7770	15488
7770	15489
7770	15490
7773	15494
7773	15495
7773	15496
7775	15500
7775	15501
7784	15513
7784	15514
7803	15542
7807	8754
7807	15545
7810	15547
7814	15553
7814	15554
7830	15565
7830	15570
7831	15571
7833	15447
7833	15571
7834	15572
7834	15573
7834	15574
7834	15575
7836	15572
7836	15577
7836	15578
7836	15579
7838	15582
7838	15583
7840	15582
7840	15583
7846	15592
7848	15592
7848	15596
7848	15597
7852	15592
7852	15604
7853	4301
7853	4473
7853	15605
7855	15607
7855	15608
7858	15592
7858	15597
7859	15615
7859	15616
7862	8754
7862	15545
7867	15440
7867	15637
7869	15642
7869	15643
7869	15644
7872	15647
7882	15659
7882	15660
7884	15659
7884	15663
7887	15666
7887	15667
7887	15668
7898	15684
7898	15685
7898	15686
7898	15687
7906	15696
7907	15663
7907	15690
7912	15700
7913	15698
7913	15701
7914	15700
7915	15698
7915	15702
7915	15703
7915	15704
7916	15705
7916	15706
7916	15707
7917	15698
7917	15708
7917	15709
7917	15710
7920	15713
7923	15717
7923	15718
7926	15723
7926	15724
7927	15725
7930	3278
7930	15728
7930	15729
7932	15731
7932	15732
7937	15737
7937	15738
7947	15468
7949	15468
7950	15290
7950	15749
7951	15468
7951	15750
7955	15468
7955	15757
7959	15468
7959	15763
7960	15152
7960	15764
7965	4473
7965	15468
7965	15773
7966	15774
7968	15774
7968	15777
7968	15778
7968	15779
7970	15210
7970	15774
7970	15780
7975	15736
7975	15785
7975	15786
7976	2290
